STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/21/2003,0,0,0,84,65
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/22/2003,0,0,0,84,66
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/23/2003,0,0,0,90,60
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/24/2003,0,0,0,93,64
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/25/2003,0,0,0,94,67
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/26/2003,0,0,0,91,66
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/27/2003,0,0,0,90,69
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/28/2003,0.1,0,0,86,67
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/29/2003,0,0,0,88,68
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/30/2003,0,0,0,92,69
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/1/2003,0.65,0,0,86,70
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/2/2003,0,0,0,80,68
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/3/2003,1.9,0,0,86,70
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/4/2003,0,0,0,90,71
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/5/2003,0,0,0,94,72
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/6/2003,0,0,0,92,72
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/7/2003,0,0,0,90,70
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/8/2003,0,0,0,92,71
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/9/2003,0,0,0,89,72
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/10/2003,0.06,0,0,90,72
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/11/2003,0,0,0,88,70
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/12/2003,0,0,0,87,69
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/13/2003,0,0,0,86,68
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/14/2003,0.06,0,0,84,70
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/15/2003,0,0,0,87,72
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/16/2003,0.83,0,0,91,71
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/17/2003,0,0,0,89,71
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/18/2003,0.24,0,0,88,70
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/19/2003,0,0,0,91,71
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/20/2003,0,0,0,90,70
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/21/2003,0,0,0,91,72
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/22/2003,0,0,0,87,70
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/23/2003,0.76,0,0,86,72
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/24/2003,0,0,0,86,70
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/25/2003,0,0,0,89,66
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/26/2003,0,0,0,91,66
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/27/2003,0,0,0,95,70
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/28/2003,0,0,0,95,72
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/29/2003,0,0,0,90,71
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/30/2003,2.45,0,0,83,70
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/31/2003,0.12,0,0,87,72
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/1/2003,0,0,0,89,71
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/2/2003,0,0,0,87,71
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/3/2003,0,0,0,86,70
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/4/2003,0.75,0,0,88,72
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/5/2003,0.48,0,0,87,71
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/6/2003,0.16,0,0,89,70
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/7/2003,0,0,0,87,69
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/8/2003,2.35,0,0,86,68
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/9/2003,0,0,0,85,69
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/10/2003,1.23,0,0,87,70
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/11/2003,0,0,0,87,71
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/12/2003,0,0,0,89,70
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/13/2003,0,0,0,89,70
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/14/2003,0,0,0,90,70
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/15/2003,0.3,0,0,92,71
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/16/2003,0,0,0,90,72
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/17/2003,0.4,0,0,88,72
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/18/2003,0,0,0,87,73
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/19/2003,0.01,0,0,85,71
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/20/2003,0,0,0,87,67
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/21/2003,0,0,0,89,70
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/22/2003,0.25,0,0,90,63
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/23/2003,0,0,0,87,59
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/24/2003,0,0,0,84,70
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/25/2003,0,0,0,86,61
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/26/2003,0,0,0,94,71
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/27/2003,0,0,0,96,74
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/28/2003,0,0,0,94,72
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/29/2003,0.06,0,0,92,72
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/30/2003,0,0,0,90,73
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/31/2003,0,0,0,90,74
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/1/2003,0,0,0,88,70
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/2/2003,0.25,0,0,89,71
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/3/2003,0,0,0,89,72
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/4/2003,0,0,0,90,70
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/5/2003,0.65,0,0,87,68
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/6/2003,0,0,0,85,65
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/7/2003,0,0,0,82,65
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/8/2003,0,0,0,80,64
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/9/2003,0.61,0,0,78,62
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/10/2003,0,0,0,80,60
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/11/2003,0,0,0,82,59
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/12/2003,0,0,0,83,61
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/13/2003,0,0,0,80,60
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/14/2003,0,0,0,86,65
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/15/2003,0,0,0,85,63
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/16/2003,0.06,0,0,82,63
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/17/2003,0,0,0,80,59
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/18/2003,0,0,0,70,61
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/19/2003,0.13,0,0,80,61
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/20/2003,1.93,0,0,83,60
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/21/2003,0,0,0,82,60
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/22/2003,0.69,0,0,81,58
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/23/2003,0,0,0,83,66
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/24/2003,0,0,0,79,55
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/25/2003,0,0,0,77,57
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/26/2003,0,0,0,76,55
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/27/2003,0,0,0,79,62
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/28/2003,0,0,0,74,62
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/29/2003,0,0,0,73,49
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/30/2003,0,0,0,75,47
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/1/2003,0,0,0,70,47
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/2/2003,0,0,0,66,45
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/3/2003,0,0,0,68,38
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/4/2003,0,0,0,73,45
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/5/2003,0,0,0,69,50
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/6/2003,0,0,0,71,55
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/7/2003,0,0,0,79,54
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/8/2003,0.3,0,0,68,55
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/9/2003,0.25,0,0,69,60
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/10/2003,0,0,0,73,60
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/11/2003,0,0,0,68,62
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/12/2003,0,0,0,75,63
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/13/2003,0,0,0,73,50
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/14/2003,0,0,0,70,55
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/15/2003,0.59,0,0,69,54
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/16/2003,0,0,0,72,40
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/17/2003,0,0,0,75,44
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/18/2003,0,0,0,65,48
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/19/2003,0,0,0,70,40
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/20/2003,0,0,0,70,43
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/21/2003,0,0,0,74,49
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/22/2003,0,0,0,65,48
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/23/2003,0.13,0,0,60,40
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/24/2003,0,0,0,61,37
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/25/2003,0,0,0,68,39
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/26/2003,0,0,0,69,44
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/27/2003,0,0,0,63,48
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/28/2003,0,0,0,60,45
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/29/2003,1.86,0,0,67,41
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/30/2003,0,0,0,71,40
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/31/2003,0,0,0,73,46
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/1/2003,0,0,0,78,48
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/2/2003,0,0,0,81,50
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/3/2003,0,0,0,79,52
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/4/2003,0,0,0,81,54
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/5/2003,0,0,0,82,56
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/6/2003,0.22,0,0,75,64
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/7/2003,0,0,0,66,56
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/8/2003,0,0,0,58,45
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/9/2003,0,0,0,60,34
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/10/2003,0,0,0,62,38
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/11/2003,0,0,0,70,45
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/12/2003,0,0,0,80,55
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/13/2003,0,0,0,63,51
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/14/2003,0,0,0,54,28
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/15/2003,0,0,0,60,28
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/16/2003,0,0,0,63,34
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/17/2003,0,0,0,67,38
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/18/2003,0,0,0,70,49
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/19/2003,0,0,0,68,65
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/20/2003,1.15,0,0,58,43
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/21/2003,0,0,0,64,37
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/22/2003,0,0,0,68,41
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/23/2003,0,0,0,74,43
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/24/2003,0,0,0,74,41
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/25/2003,0,0,0,74,47
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/26/2003,0,0,0,58,44
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/27/2003,0,0,0,70,45
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/28/2003,0,0,0,58,45
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/29/2003,0.2,0,0,49,30
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/30/2003,0,0,0,57,27
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/1/2003,0,0,0,60,39
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/2/2003,0,0,0,50,35
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/3/2003,0,0,0,45,23
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/4/2003,0,0,0,47,25
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/5/2003,0.8,0,0,55,36
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/6/2003,0,0,0,43,34
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/7/2003,0,0,0,45,27
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/8/2003,0,0,0,50,22
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/9/2003,0,0,0,60,29
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/10/2003,1.25,0,0,51,28
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/11/2003,0,0,0,54,30
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/12/2003,0,0,0,51,30
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/13/2003,0,0,0,45,28
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/14/2003,1.1,0,0,39,34
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/15/2003,0,0,0,54,36
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/16/2003,0,0,0,59,30
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/17/2003,0.2,0,0,52,41
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/18/2003,0.15,0,0,48,28
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/19/2003,0,0,0,49,27
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/20/2003,0,0,0,45,26
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/21/2003,0,0,0,58,27
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/22/2003,0,0,0,60,35
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/23/2003,0,0,0,62,36
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/24/2003,0,0,0,55,46
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/25/2003,0,0,0,52,34
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/26/2003,0,0,0,54,32
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/27/2003,0,0,0,57,35
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/28/2003,0,0,0,62,43
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/29/2003,0,0,0,58,41
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/30/2003,0.05,0,0,61,34
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/31/2003,0,0,0,55,36
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/1/2004,0,0,0,60,30
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/2/2004,0,0,0,61,38
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/3/2004,0,0,0,68,43
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/4/2004,0,0,0,70,48
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/5/2004,0,0,0,58,49
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/6/2004,0,0,0,52,35
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/7/2004,0,0,0,40,22
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/8/2004,0,0,0,40,22
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/9/2004,0.35,3.5,4,35,26
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/10/2004,0,0,2,33,24
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/11/2004,0,0,0,39,11
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/12/2004,0,0,0,53,20
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/13/2004,0,0,0,53,32
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/14/2004,0,0,0,56,33
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/15/2004,0,0,0,50,30
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/16/2004,0,0,0,52,35
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/17/2004,0,0,0,39,24
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/18/2004,0.33,0,0,42,28
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/19/2004,0,0,0,38,26
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/20/2004,0,0,0,43,21
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/21/2004,0,0,0,46,25
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/22/2004,0,0,0,41,27
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/23/2004,0,0,0,47,26
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/24/2004,0,0,0,49,30
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/25/2004,0,0,0,33,28
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/26/2004,0.45,3.5,4,58,32
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/27/2004,0,3.5,0,56,38
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/28/2004,0,1.7,0,39,21
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/29/2004,0,0,0,49,17
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/30/2004,0,0,0,49,31
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/31/2004,0,0,0,39,22
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/1/2004,0,0,0,44,19
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/2/2004,0,0,0,40,29
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/3/2004,0.66,0,0,50,38
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/4/2004,0,0,0,50,27
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/5/2004,0,0,0,40,29
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/6/2004,0.89,0,0,42,34
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/7/2004,0,0,0,52,45
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/8/2004,0,0,0,42,27
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/9/2004,0,0,0,49,22
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/10/2004,0.1,0,0,45,34
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/11/2004,0,0,0,50,35
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/12/2004,0.76,0,0,50,31
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/13/2004,0,0,0,52,29
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/14/2004,0,0,0,54,35
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/15/2004,0.66,0,0,40,37
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/16/2004,0.25,2,2,32,20
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/17/2004,0,0,0,36,25
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/18/2004,0.2,0,0,46,30
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/19/2004,0,0,0,58,28
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/20/2004,0,0,0,64,37
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/21/2004,0,0,0,64,47
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/22/2004,0,0,0,62,44
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/23/2004,0,0,0,56,35
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/24/2004,0,0,0,52,36
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/25/2004,0,0,0,48,37
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/26/2004,0,0,0,40,28
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/27/2004,0.6,6,6,38,29
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/28/2004,0,2,0,46,29
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",2/29/2004,0,0,0,67,36
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/1/2004,0,0,0,71,37
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/2/2004,0,0,0,72,53
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/3/2004,0,0,0,65,50
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/4/2004,0,0,0,78,48
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/5/2004,0,0,0,78,50
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/6/2004,0,0,0,69,57
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/7/2004,0,0,0,64,43
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/8/2004,0.25,0,0,55,38
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/9/2004,0,0,0,55,35
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/10/2004,0.25,0,0,48,32
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/11/2004,0,0,0,58,33
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/12/2004,0,0,0,60,36
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/13/2004,0,0,0,58,32
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/14/2004,0,0,0,60,35
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/15/2004,0.75,0,0,65,40
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/16/2004,0.61,0,0,53,44
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/17/2004,0.3,0,0,60,40
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/18/2004,0,0,0,62,41
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/19/2004,0.38,0,0,65,42
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/20/2004,0,0,0,64,33
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/21/2004,0,0,0,64,50
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/22/2004,0,0,0,50,35
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/23/2004,0,0,0,54,27
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/24/2004,0,0,0,64,32
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/25/2004,0,0,0,73,44
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/26/2004,0,0,0,77,52
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/27/2004,0,0,0,72,54
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/28/2004,0,0,0,75,50
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/29/2004,0,0,0,59,41
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/30/2004,0,0,0,57,42
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/31/2004,0.2,0,0,60,43
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/1/2004,0.3,0,0,61,40
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/2/2004,0,0,0,63,41
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/3/2004,0,0,0,64,38
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/4/2004,0,0,0,58,43
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/5/2004,0,0,0,56,35
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/6/2004,0,0,0,66,33
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/7/2004,0,0,0,78,41
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/8/2004,0,0,0,70,53
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/9/2004,0,0,0,74,55
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/10/2004,0,0,0,68,52
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/11/2004,0,0,0,71,55
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/12/2004,0.5,0,0,58,45
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/13/2004,0.51,0,0,70,55
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/14/2004,0,0,0,64,50
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/15/2004,0,0,0,64,43
